Month,City,Merchant,Total_Sales,No_of_sales
Apr 2017,117,Catherine Tanner inc,"1,367,665",67
Apr 2017,117,Janet Hackney inc,"1,034,510",48
Apr 2017,118,Cristy Key inc,"155,290",6
Apr 2017,118,Josh Williams inc,"123,790",6
Apr 2017,118,Ashley Keith inc,"111,170",5
Apr 2017,118,Malinda Dierking inc,"100,583",4
Apr 2017,118,Isabella Roscoe inc,"90,618",4
Apr 2017,119,Betty Sanford inc,"298,989",15
Apr 2017,119,James David 2 inc,"266,115",12
Apr 2017,119,Jason Pappas inc,"257,005",11
Apr 2017,119,Ken Swanson inc,"201,037",10
Apr 2017,119,May Stephens inc,"191,078",9
Apr 2017,120,Denise Fowler 2 inc,"242,113",12
Apr 2017,120,Sandra Summers inc,"235,122",11
Apr 2017,120,Timothy Blackman inc,"233,175",15
Apr 2017,120,Mark Hines inc,"169,888",9
Apr 2017,120,Kenneth Lewis 3 inc,"153,218",6
Apr 2017,122,Karen Holsten inc,"119,169",9
Apr 2017,122,Alice Green 2 inc,"88,889",4
Apr 2017,122,Vanessa Estevez inc,"64,553",3
Apr 2017,122,Summer Parker inc,"64,151",4
Apr 2017,122,Terisa Smith inc,"49,857",3
Apr 2017,123,Rita Barber inc,"476,857",23
Apr 2017,123,Alan Shannon inc,"387,948",20
Apr 2017,123,Katharine Mathews inc,"263,896",17
Apr 2017,123,Linda Stoeffler inc,"247,607",10
Apr 2017,123,Cecila Ragusa inc,"210,848",11
Apr 2017,124,Micheal Thompson inc,"413,825",19
Apr 2017,124,Richard Blevins inc,"346,738",16
Apr 2017,124,Ellsworth Shubert inc,"278,357",14
Apr 2017,124,Queen Sawyer inc,"242,148",11
Apr 2017,124,Weston Cyree inc,"198,925",9
Apr 2017,125,Alton Ayala inc,"443,923",21
Apr 2017,125,Anthony Cain 2 inc,"398,803",19
Apr 2017,125,Deanna Reinhart inc,"391,865",21
Apr 2017,125,Heather Bayless inc,"353,257",16
Apr 2017,125,Brent Higgins inc,"337,517",18
Apr 2017,126,Kristi Radford inc,"547,312",26
Apr 2017,126,Oscar Nelson 2 inc,"519,322",25
Apr 2017,126,Alice Freitag inc,"511,477",22
Apr 2017,126,Lorena Snowden inc,"373,774",21
Apr 2017,126,Raymond Lansdell inc,"354,780",18
Apr 2017,128,Lisa Macki inc,"337,490",17
Apr 2017,128,Eva Moffat inc,"289,516",14
Apr 2017,128,Virginia Harris inc,"188,244",11
Apr 2017,128,Vivian Hunter inc,"176,580",8
Apr 2017,128,Pamela Pickett inc,"176,193",10
Apr 2017,129,Jackson Tweedy inc,"455,066",24
Apr 2017,129,Barbara Sasaki inc,"373,269",21
Apr 2017,129,Sabrina Holley inc,"357,275",20
Apr 2017,129,Robert Dockery inc,"330,956",16
Apr 2017,129,Beverly Johnson 3 inc,"258,660",14
Apr 2017,130,Virginia Mustafa inc,"158,576",8
Apr 2017,130,William Reynolds 5 inc,"59,647",2
Apr 2017,130,Anthony Lai inc,"57,315",3
Apr 2017,130,John Simpson 7 inc,"42,942",2
Apr 2017,130,Michele Walters inc,"41,302",2
Apr 2017,131,Christian Penn inc,"1,010,786",50
Apr 2017,131,Bill Brainard inc,"751,648",39
Apr 2017,131,James Orrick inc,"666,681",31
Apr 2017,131,Christen Harlow inc,"499,775",23
Apr 2017,131,Brittany Harden inc,"266,800",12
Apr 2017,133,Dean Noggle inc,"359,922",19
Apr 2017,133,George Cecchini inc,"214,477",10
Apr 2017,133,Geneva Baez inc,"180,018",7
Apr 2017,133,Stephanie Obrien inc,"117,817",5
Apr 2017,133,Andrea Grubbs inc,"117,059",7
Apr 2017,135,Michael King 9 inc,"914,251",43
Apr 2017,135,Phillip Carlson inc,"483,156",22
Apr 2017,135,Isaiah Wilkinson inc,"368,520",17
Apr 2017,135,James Mccarty inc,"347,322",17
Apr 2017,135,Hugh Ford inc,"269,405",13
Apr 2017,136,Boyd Delosh inc,"819,152",39
Apr 2017,136,Justin Pellicone inc,"416,547",23
Apr 2017,136,Michelle Delrio inc,"329,319",17
Apr 2017,136,Jennifer Brown 8 inc,"313,376",17
Apr 2017,136,John Marsaw inc,"282,117",14
Apr 2017,137,George Caporiccio inc,"6,757,409",342
Apr 2017,137,Charles Cota inc,"6,387,888",301
Apr 2017,137,Liana Ramos inc,"5,094,228",256
Apr 2017,137,Rebecca Ross inc,"3,537,445",173
Apr 2017,137,Charlie Harwood inc,"2,569,475",121
Apr 2017,138,Barbara Brantly inc,"2,039,514",110
Apr 2017,138,Jessica Wilson inc,"1,264,131",62
Apr 2017,138,Ricardo Simpson inc,"876,341",45
Apr 2017,138,Elizabeth Pennington inc,"807,431",37
Apr 2017,138,Carol Martin 4 inc,"626,051",32
Apr 2017,139,Irene Rutledge inc,"433,488",23
Apr 2017,139,Jean Rogers 2 inc,"244,655",15
Apr 2017,139,Pamela Brown 6 inc,"240,695",13
Apr 2017,139,Patricia Ross 4 inc,"206,376",11
Apr 2017,139,Robert Horstman inc,"155,150",8
Apr 2017,140,Janet Mendiola inc,"2,426,818",120
Apr 2017,140,Robert Molina 2 inc,"1,217,951",62
Apr 2017,140,Alice Williamson inc,"955,828",43
Apr 2017,140,Chad Tobar inc,"885,063",47
Apr 2017,140,Ella Rose 2 inc,"838,154",40
Apr 2017,142,Manuel Lanehart inc,"384,852",16
Apr 2017,142,Adrian Farley inc,"137,833",6
Apr 2017,142,Steve Swartz inc,"134,743",6
Apr 2017,142,Joe Stagg inc,"98,972",4
Apr 2017,142,James Beers inc,"78,740",3
Apr 2017,143,Scott Hepburn inc,"6,877,251",339
Apr 2017,143,Alan Eisenhower inc,"6,366,675",313
Apr 2017,143,Rose Garner inc,"5,084,694",255
Apr 2017,143,Rashida Hernandez inc,"4,240,745",203
Apr 2017,143,Christopher Parr inc,"2,992,931",147
Apr 2017,144,Kristofer Oquinn inc,"366,334",19
Apr 2017,144,Paula Moyer inc,"282,431",13
Apr 2017,144,Melvin Haro inc,"266,115",13
Apr 2017,144,Andres Knight inc,"238,881",12
Apr 2017,144,William Baca inc,"161,408",6
Apr 2017,145,Martin Long inc,"538,619",26
Apr 2017,145,Helen Brown 6 inc,"492,373",23
Apr 2017,145,Murray Perry inc,"348,311",13
Apr 2017,145,Sandra Ryan inc,"247,460",11
Apr 2017,145,Matt Harris inc,"199,081",10
Apr 2017,146,Mary Kirby 2 inc,"428,658",21
Apr 2017,146,Jeffery Lemon inc,"189,689",8
Apr 2017,146,Julie Davis 3 inc,"183,313",10
Apr 2017,146,Karen Bolger inc,"165,231",7
Apr 2017,146,Sandra Kalkman inc,"139,066",7
Apr 2017,147,Rachel Kennedy 2 inc,"1,003,117",46
Apr 2017,147,Patricia Dodson inc,"708,633",36
Apr 2017,147,Emma Laird inc,"651,176",31
Apr 2017,147,Trevor Dean inc,"448,454",21
Apr 2017,147,Thomas Chipps inc,"447,663",23
Apr 2017,148,Christopher Mcdonald inc,"600,054",29
Apr 2017,148,Tricia Dozier inc,"524,453",25
Apr 2017,148,Floyd Head inc,"386,440",19
Apr 2017,148,Mary Davis 30 inc,"194,561",10
Apr 2017,148,Cesar Crawford inc,"155,539",7
Apr 2017,149,Alexandria Sarmiento inc,"4,880,773",239
Apr 2017,149,Kenneth Larson inc,"3,774,255",187
Apr 2017,149,Jerold Caldwell inc,"2,442,298",123
Apr 2017,149,Kelly Perez 2 inc,"2,127,383",101
Apr 2017,149,George Asante inc,"2,091,548",97
Apr 2017,150,Effie Mayfield inc,"516,745",28
Apr 2017,150,William Trotter inc,"334,139",14
Apr 2017,150,Michael Coster inc,"279,411",12
Apr 2017,150,Joe Joiner 2 inc,"248,650",11
Apr 2017,150,Deborah Stewart 3 inc,"220,793",13
Apr 2017,151,Cleo Shapiro inc,"373,032",15
Apr 2017,151,Vicki Valenzuela inc,"142,026",7
Apr 2017,151,Jeanette Wilkinson inc,"108,712",5
Apr 2017,151,Shakita Jones inc,"104,800",4
Apr 2017,151,Ilene Park inc,"101,085",4
Apr 2017,153,John Cade 2 inc,"324,699",13
Apr 2017,153,Gary Neri inc,"312,080",16
Apr 2017,153,Jimmy Scully inc,"272,009",12
Apr 2017,153,Martha Goldstein inc,"158,343",7
Apr 2017,153,Joseph Davanzo inc,"122,504",7
Apr 2017,155,Tracie Pennington inc,"481,032",24
Apr 2017,155,Manuel Edwards inc,"434,461",23
Apr 2017,155,Donald Barros inc,"415,186",21
Apr 2017,155,Lena Napolitano inc,"344,157",19
Apr 2017,155,Chang Harvilla inc,"341,052",17
Apr 2017,156,Christopher Butts 2 inc,"692,567",37
Apr 2017,156,Pamela Griffin inc,"481,999",25
Apr 2017,156,Dorothy Miesch inc,"436,430",21
Apr 2017,156,Gary Finley inc,"312,495",15
Apr 2017,156,Bart Massey inc,"271,625",13
Apr 2017,157,Helen Burnsworth inc,"1,153,118",56
Apr 2017,157,Loree Hansen inc,"454,128",21
Apr 2017,157,Pearl Stone inc,"433,462",22
Apr 2017,157,Robert Jenkins 7 inc,"279,144",14
Apr 2017,157,Christopher Mcwilliams inc,"258,456",15
Apr 2017,158,Darryl Revak inc,"11,403,268",575
Apr 2017,158,Dee Gallager inc,"11,072,326",552
Apr 2017,158,Robert Cruz 2 inc,"6,798,467",331
Apr 2017,158,Michael Frieden inc,"6,548,570",324
Apr 2017,158,Domingo Harper inc,"5,516,245",270
Apr 2017,159,Roy Coats inc,"1,319,606",71
Apr 2017,159,Lorenzo Hawkins inc,"701,687",32
Apr 2017,159,Monique Armstrong inc,"631,351",35
Apr 2017,159,Mary Hudspeth inc,"590,752",26
Apr 2017,159,Sean Groover inc,"417,016",21
Apr 2017,160,Richard Mccabe inc,"8,069,828",402
Apr 2017,160,Eliz Prater inc,"4,552,608",229
Apr 2017,160,Patricia Sharp 2 inc,"2,860,718",141
Apr 2017,160,Donna Croshaw inc,"2,649,749",135
Apr 2017,160,Laurena Parks inc,"2,141,076",102
Apr 2017,161,Joyce Fletcher inc,"1,686,676",82
Apr 2017,161,Delbert Plater inc,"1,483,984",76
Apr 2017,161,Claire Mcclendon inc,"1,210,631",59
Apr 2017,161,William Boyle inc,"870,401",47
Apr 2017,161,Carol Hardy 2 inc,"814,146",43
Apr 2017,162,Maureen Werre inc,"472,488",21
Apr 2017,162,Christopher Servais inc,"405,430",20
Apr 2017,162,Sanford Myers inc,"390,539",19
Apr 2017,162,Jennifer Rudio inc,"381,367",21
Apr 2017,162,Allen Wiersma inc,"304,240",17
Apr 2017,163,Dale Lotzer inc,"564,906",30
Apr 2017,163,Sharon Jones 15 inc,"360,482",18
Apr 2017,163,Kathy Briggs inc,"289,297",14
Apr 2017,163,Gregg Plourde inc,"282,251",12
Apr 2017,163,Linda Rogers 6 inc,"265,321",16
Apr 2017,165,Michael Mabry inc,"232,347",13
Apr 2017,165,Pat Harper inc,"227,119",11
Apr 2017,165,David Blackwell inc,"215,521",10
Apr 2017,165,Tyrone Malone inc,"209,879",11
Apr 2017,165,Frank Vue inc,"161,510",9
Apr 2017,166,Opal Siegel inc,"319,843",13
Apr 2017,166,Michelle Marrero 2 inc,"259,426",12
Apr 2017,166,Linda Ready inc,"200,113",10
Apr 2017,166,Cheryl Boone inc,"191,262",7
Apr 2017,166,Rodney Hatton inc,"183,153",9
Apr 2017,167,Betty Brown 9 inc,"763,331",39
Apr 2017,167,Judith Korn inc,"256,214",12
Apr 2017,167,Marion Greer inc,"205,163",10
Apr 2017,167,Tim Mimms inc,"158,128",8
Apr 2017,167,Sadie Smith 3 inc,"141,247",6
Apr 2017,168,Mary Gallegos 2 inc,"930,695",45
Apr 2017,168,David Reyes 2 inc,"507,165",22
Apr 2017,168,Kim Hartly inc,"421,189",16
Apr 2017,168,Richard James 5 inc,"398,340",20
Apr 2017,168,Betty Allums inc,"330,757",17
Apr 2017,169,Louis Mccall inc,"1,146,480",54
Apr 2017,169,Helen Mckean inc,"1,146,470",62
Apr 2017,169,Barbara Enfinger inc,"1,113,884",56
Apr 2017,169,Son Abraham inc,"957,900",47
Apr 2017,169,Tom Judge inc,"912,817",44
Apr 2017,170,Mamie James inc,"571,867",27
Apr 2017,170,Thelma Metayer inc,"419,223",21
Apr 2017,170,Joey Barrett inc,"252,485",11
Apr 2017,170,Reyes Milford inc,"216,432",10
Apr 2017,170,Thomas Phillips 5 inc,"174,482",7
Apr 2017,171,Sandra Wells inc,"1,319,268",67
Apr 2017,171,David Holmes 4 inc,"894,325",50
Apr 2017,171,Bryan Harris 4 inc,"623,305",34
Apr 2017,171,Sabra Underdown inc,"430,685",22
Apr 2017,171,Leanora Marshall inc,"378,228",15
Apr 2017,172,Jennie Gibbs inc,"361,236",19
Apr 2017,172,Emily Hill 2 inc,"360,947",19
Apr 2017,172,Bobby Schaff inc,"340,495",17
Apr 2017,172,Michael Wilkowitz inc,"267,574",12
Apr 2017,172,Thomas Howard 3 inc,"250,162",12
Apr 2017,173,Robert Doyle 3 inc,"989,084",51
Apr 2017,173,Yolanda Panzarella inc,"809,534",44
Apr 2017,173,Raleigh Gracia inc,"510,139",27
Apr 2017,173,Betty Mcelvaine inc,"476,406",26
Apr 2017,173,Jorge Russell inc,"421,034",20
Apr 2017,174,Cody Leonard inc,"838,023",41
Apr 2017,174,Karen Coffman inc,"480,208",21
Apr 2017,174,Eddie Nobles inc,"384,100",19
Apr 2017,174,Nancy Mckeown inc,"374,144",20
Apr 2017,174,Debra Rose 2 inc,"350,452",19
Apr 2017,175,Judy Fujimoto inc,"411,143",23
Apr 2017,175,Karen Wallace 2 inc,"408,982",19
Apr 2017,175,Eugene Santelli inc,"307,510",14
Apr 2017,175,Pauline Burdette inc,"239,704",13
Apr 2017,175,Christy Ryan inc,"208,457",11
Apr 2017,178,Maria Allen 4 inc,"222,232",11
Apr 2017,178,Fred Guinn inc,"69,995",3
Apr 2017,178,Hillary Wells inc,"68,938",5
Apr 2017,178,Lamont Miyashiro inc,"64,343",3
Apr 2017,178,William Miller 18 inc,"56,775",2
Apr 2017,179,Michael Swirsky inc,"5,267,579",256
Apr 2017,179,Gladys Castillo inc,"1,313,692",66
Apr 2017,179,Judy Lutz inc,"1,160,946",59
Apr 2017,179,Alan Poe inc,"1,084,869",52
Apr 2017,179,Elizabeth Kenison inc,"983,019",47
Apr 2017,180,Anna Harrison inc,"656,246",37
Apr 2017,180,Denise Sievers inc,"306,859",14
Apr 2017,180,Alexandra Green inc,"227,793",12
Apr 2017,180,Rachel Biggs inc,"219,177",11
Apr 2017,180,Matthew Johnson 11 inc,"166,107",9
Apr 2017,181,Juan Walsh 2 inc,"1,312,285",70
Apr 2017,181,Gregg Verde inc,"475,071",22
Apr 2017,181,Edith Roll inc,"389,437",21
Apr 2017,181,Ella Harding inc,"354,061",16
Apr 2017,181,Grant Son inc,"328,228",13
Apr 2017,182,Julia Cope inc,"496,502",23
Apr 2017,182,Misty Slaugh inc,"457,756",28
Apr 2017,182,Betty Pew inc,"437,137",23
Apr 2017,182,Jason Lopez 2 inc,"319,340",13
Apr 2017,182,Harold Strand inc,"209,579",10
Apr 2017,183,Shanon Battle inc,"378,525",18
Apr 2017,183,Angela Jackson 5 inc,"249,575",13
Apr 2017,183,John Otoole inc,"204,642",12
Apr 2017,183,Justin Johnstone 2 inc,"169,302",9
Apr 2017,183,Francis Casey inc,"161,456",10
Apr 2017,184,Harold Ames inc,"621,948",30
Apr 2017,184,Tracy Webster inc,"347,566",16
Apr 2017,184,Cheryl Pike inc,"319,495",16
Apr 2017,184,Ralph Nava inc,"277,583",13
Apr 2017,184,Julie Hambrick inc,"209,246",14
Apr 2017,185,Sebastian Molino inc,"11,960",1
Apr 2017,186,Larry Reid inc,"457,309",23
Apr 2017,186,Brett Richardson inc,"368,977",17
Apr 2017,186,Christine Paulino inc,"264,173",12
Apr 2017,186,David Zapata inc,"258,536",10
Apr 2017,186,George Caruthers inc,"196,829",9
Apr 2017,187,Joseph Miles inc,"318,704",14
Apr 2017,187,Trudie Baker inc,"288,592",13
Apr 2017,187,Leonard Barredo inc,"177,938",9
Apr 2017,187,Richard Mello 2 inc,"175,289",7
Apr 2017,187,Terence Harstad inc,"174,094",7
Apr 2017,188,Anne Grantham inc,"657,847",32
Apr 2017,188,Joseph Jones 15 inc,"567,170",27
Apr 2017,188,Linda Alexander inc,"505,338",24
Apr 2017,188,James Pittsley inc,"504,339",26
Apr 2017,188,Ryan Widell inc,"469,039",21
Apr 2017,189,Andrew Eastman inc,"1,169,428",59
Apr 2017,189,Gertrude Espinosa inc,"727,745",31
Apr 2017,189,Diane Allen 2 inc,"658,788",34
Apr 2017,189,Christina Chamberlain inc,"634,432",33
Apr 2017,189,Jack Huffman inc,"467,415",22
Apr 2017,190,Jay Hokanson inc,"387,488",18
Apr 2017,190,Bernice Harris inc,"198,265",9
Apr 2017,190,Thomas Voyer inc,"193,339",10
Apr 2017,190,Mark Lewis 5 inc,"193,133",10
Apr 2017,190,Denise Marquez 2 inc,"180,584",9
Apr 2017,191,Frank Lundborg inc,"498,449",24
Apr 2017,191,Bruce Snyder inc,"420,303",17
Apr 2017,191,Patrick Heiden inc,"304,609",17
Apr 2017,191,Thomas Warner inc,"283,801",13
Apr 2017,191,Phillip Lewis 3 inc,"251,072",11
Apr 2017,193,Lisa Plummer inc,"367,117",17
Apr 2017,193,Dorothy Woods inc,"365,394",20
Apr 2017,193,Joseph Mcneal inc,"288,858",14
Apr 2017,193,Renate Snyder inc,"288,668",14
Apr 2017,193,Billy Neally inc,"184,725",10
Apr 2017,194,Alison Magallanes inc,"519,882",29
Apr 2017,194,Jack Doubet inc,"319,409",13
Apr 2017,194,Miranda Neri inc,"226,328",13
Apr 2017,194,Sandra Patterson 2 inc,"178,483",8
Apr 2017,194,Kimberly Peterson 2 inc,"153,226",7
Apr 2017,195,Klara Ibanez inc,"283,615",13
Apr 2017,195,Dion Cantu inc,"244,319",11
Apr 2017,195,John Wright 18 inc,"240,784",11
Apr 2017,195,Theresa Martin 3 inc,"206,300",11
Apr 2017,195,Matthew Aberle inc,"178,347",8
Apr 2017,197,Claudia Rodriguez inc,"498,421",28
Apr 2017,197,Randi Duke inc,"300,459",12
Apr 2017,197,Ella Rose 2 inc,"180,781",8
Apr 2017,197,Lori Mize inc,"180,337",10
Apr 2017,197,Lori Joseph inc,"158,789",7
Apr 2017,198,Charles Fritter inc,"426,120",17
Apr 2017,198,Nancy Foley inc,"394,309",19
Apr 2017,198,Jose Emerson inc,"227,172",9
Apr 2017,198,Mary Griffith inc,"222,308",10
Apr 2017,198,James Brown 40 inc,"195,295",8
Apr 2017,199,Crystal Dwyer inc,"1,399,264",69
Apr 2017,199,Elbert Six inc,"1,256,469",64
Apr 2017,199,Roger Serrano inc,"1,013,890",51
Apr 2017,199,Judy Evans 3 inc,"804,872",41
Apr 2017,199,Daryl Taylor inc,"416,068",23
Apr 2017,200,Sandra Davenport inc,"1,980,652",97
Apr 2017,200,Latanya Crofton inc,"1,247,467",62
Apr 2017,200,Teresa Ellis inc,"1,005,734",50
Apr 2017,200,Gregory Matthews 3 inc,"955,128",48
Apr 2017,200,Paul Cuchares inc,"860,590",41
Apr 2017,201,James Howell 7 inc,"688,218",36
Apr 2017,201,Dawn Jackson 4 inc,"289,649",15
Apr 2017,201,Concepcion Kyle inc,"201,624",12
Apr 2017,201,Patricia Cornish inc,"185,987",11
Apr 2017,201,Jose Butler inc,"179,511",8
Apr 2017,203,Albert Cadwell inc,"605,139",27
Apr 2017,203,Jeffrey Berryman inc,"141,442",6
Apr 2017,203,Rebecca Clift inc,"112,710",5
Apr 2017,203,Henry Nasers inc,"93,394",4
Apr 2017,203,Mark Cottrill inc,"86,937",5
Apr 2017,204,Ruth Newark inc,"243,111",12
Apr 2017,204,Hosea Ray inc,"165,406",6
Apr 2017,204,Josephina Taylor inc,"99,357",6
Apr 2017,204,Yvonne Mallory inc,"80,967",4
Apr 2017,204,Kenneth Yeager inc,"80,172",4
Apr 2017,205,Tyrone Dwaileebe inc,"171,277",7
Apr 2017,205,Ricky Salazar 2 inc,"106,230",5
Apr 2017,205,Todd Ogden inc,"90,212",4
Apr 2017,205,Roberto Szymanski inc,"77,060",4
Apr 2017,205,Mark Bejar inc,"68,922",5
Apr 2017,206,Ryan Gregg inc,"194,352",9
Apr 2017,206,Louise Owens inc,"190,415",10
Apr 2017,206,Treva Padilla inc,"186,452",8
Apr 2017,206,Jonathan Parish inc,"114,141",5
Apr 2017,206,Colleen Gerdes inc,"105,881",5
Apr 2017,207,Clarence Griffin inc,"193,801",10
Apr 2017,207,Cynthia Swamp inc,"117,332",6
Apr 2017,207,Glenn Marshall inc,"106,497",5
Apr 2017,207,Chelsie Hayes inc,"99,406",5
Apr 2017,207,Valerie Martin inc,"62,689",3
Apr 2017,208,Michael Abramson inc,"692,126",31
Apr 2017,208,Dale Skalicky inc,"216,255",11
Apr 2017,208,Jason Ho inc,"198,856",9
Apr 2017,208,Jacqueline Henry inc,"142,178",6
Apr 2017,208,Martha Simpson 2 inc,"137,586",6
Apr 2017,209,Ma Rowlands inc,"903,118",47
Apr 2017,209,Meaghan Saylor inc,"646,054",30
Apr 2017,209,Michael Mincey inc,"335,578",17
Apr 2017,209,Joe Stevens inc,"302,904",15
Apr 2017,209,Cathrine Guerrero inc,"301,145",13
Apr 2017,210,Timothy Godwin inc,"765,412",38
Apr 2017,210,Michael Mocher inc,"636,753",35
Apr 2017,210,John Bonello inc,"508,630",23
Apr 2017,210,Felipe Erickson inc,"504,104",26
Apr 2017,210,Gary Goff inc,"491,180",20
Apr 2017,211,William Darden inc,"413,341",22
Apr 2017,211,Ryan Charles inc,"290,435",14
Apr 2017,211,Mary Mccord inc,"255,828",13
Apr 2017,211,Karen Beltz inc,"238,777",14
Apr 2017,211,Cathryn Holsopple inc,"206,725",8
Apr 2017,212,Donald Pimental inc,"4,021,202",207
Apr 2017,212,Rebecca Johnson 9 inc,"2,346,113",127
Apr 2017,212,Bernice Pratt inc,"2,288,276",109
Apr 2017,212,Mary Velazquez inc,"2,030,416",92
Apr 2017,212,Lisa Jones 9 inc,"2,027,783",98
Apr 2017,213,Katherine Stickel inc,"2,050,064",101
Apr 2017,213,Ella Rose 2 inc,"1,396,120",66
Apr 2017,213,Elizabeth Thomas 10 inc,"1,378,812",70
Apr 2017,213,Chad Tobar inc,"1,269,558",65
Apr 2017,213,Lori Joseph inc,"1,052,283",52
Apr 2017,214,Daniel Steinbach inc,"348,676",18
Apr 2017,214,Evelyn Reynoso 2 inc,"203,509",12
Apr 2017,214,Rosendo Wallin inc,"186,288",10
Apr 2017,214,Thomas Gillespie 3 inc,"161,258",10
Apr 2017,214,Scott Debroux inc,"159,912",6
Apr 2017,215,Katherine Caldwell inc,"353,742",18
Apr 2017,215,Kirk Adams inc,"92,497",3
Apr 2017,215,Jane Totty inc,"84,651",3
Apr 2017,215,Edwin Taylor 3 inc,"62,937",2
Apr 2017,215,Leonard Tyner inc,"48,084",2
Apr 2017,216,Mary Donati inc,"406,789",20
Apr 2017,216,Helen Acosta inc,"344,426",14
Apr 2017,216,Emma Dutton inc,"244,034",11
Apr 2017,216,Roger Espinoza inc,"231,141",9
Apr 2017,216,Deanna Dudley inc,"229,012",10
Apr 2017,218,Julianne Mchugh inc,"585,588",27
Apr 2017,218,Ronald Abbott 2 inc,"450,976",24
Apr 2017,218,Nina Humphreys inc,"347,071",19
Apr 2017,218,Karisa Pope inc,"227,154",11
Apr 2017,218,Anna Nii inc,"221,491",9
Apr 2017,219,Christopher Marinaccio inc,"528,526",25
Apr 2017,219,Donald Smith 19 inc,"425,191",21
Apr 2017,219,Wendy Strong inc,"381,702",21
Apr 2017,219,Rodney Lichtenberg inc,"357,152",18
Apr 2017,219,Alfreda Mcnaughton inc,"352,707",17
Apr 2017,220,Rose Smith 7 inc,"524,369",26
Apr 2017,220,Megan Robinson 5 inc,"220,096",11
Apr 2017,220,Jaime Joyce inc,"202,501",9
Apr 2017,220,Grace Gorman inc,"194,380",10
Apr 2017,220,Marvin Rivera 2 inc,"182,655",8
Apr 2017,221,Rose Brewer 2 inc,"128,497",7
Apr 2017,221,Vanessa Yepsen inc,"113,878",6
Apr 2017,221,Woodrow James inc,"113,083",6
Apr 2017,221,Pedro Johnston inc,"85,164",4
Apr 2017,221,Samuel Hoover inc,"81,836",5
Apr 2017,222,Melvin Hurt inc,"505,510",21
Apr 2017,222,Jonathon Morrison inc,"288,850",14
Apr 2017,222,Joan Baggesen inc,"200,481",10
Apr 2017,222,Dennis Clancy inc,"114,950",5
Apr 2017,222,Jeffery Brennan inc,"105,875",5
Apr 2017,223,Judy Turner inc,"526,984",26
Apr 2017,223,Gracie Mcmorran inc,"424,795",19
Apr 2017,223,Connie Thompson inc,"272,165",15
Apr 2017,223,Jeffrey Sprankle inc,"233,072",9
Apr 2017,223,Rachel Allman inc,"200,908",11
Apr 2017,224,John Sutton 8 inc,"459,448",25
Apr 2017,224,Ronald Perkins 2 inc,"207,667",9
Apr 2017,224,Deborah Harris 5 inc,"178,757",9
Apr 2017,224,Guillermo Wasson inc,"147,152",7
Apr 2017,224,James Pane inc,"132,585",5
Apr 2017,226,John Rutherford 4 inc,"1,331,541",62
Apr 2017,226,Maggie Rosa inc,"761,220",35
Apr 2017,226,Jaime Marks inc,"610,836",31
Apr 2017,226,Princess White inc,"348,947",17
Apr 2017,226,Joseph Dempsey inc,"334,698",15
Apr 2017,227,Frank Mahler inc,"104,370",5
Apr 2017,227,Lucy Thompson 2 inc,"104,109",6
Apr 2017,227,Domingo Mcarthur inc,"70,352",3
Apr 2017,227,James Holbrook inc,"65,126",4
Apr 2017,227,Emanuel Weissman inc,"61,707",3
Apr 2017,228,Deborah Dampeer inc,"178,642",9
Apr 2017,228,Pablo Laboy inc,"145,903",9
Apr 2017,228,Charlotte Hayward inc,"121,905",5
Apr 2017,228,David Piles inc,"112,424",4
Apr 2017,228,Constance Hubbard inc,"101,019",3
Apr 2017,229,Christina Moralez inc,"452,138",22
Apr 2017,229,Martha Salyer inc,"238,981",12
Apr 2017,229,Anton Greene inc,"224,676",13
Apr 2017,229,Ryan Santos 2 inc,"214,914",9
Apr 2017,229,Muriel Alvarez inc,"205,298",7
Apr 2017,230,Mary Melendez 3 inc,"430,497",20
Apr 2017,230,Allison Burgess inc,"341,161",19
Apr 2017,230,Terry Morris inc,"327,061",15
Apr 2017,230,Rosie Champagne inc,"265,296",10
Apr 2017,230,Jerry Mandrell inc,"211,896",14
Apr 2017,231,Joshua Berryhill inc,"733,040",39
Apr 2017,231,Edward Hebert 3 inc,"672,084",33
Apr 2017,231,Louis Mason inc,"668,170",32
Apr 2017,231,Florence Mitchell 2 inc,"638,130",32
Apr 2017,231,Robert Barfield inc,"543,990",27
Apr 2017,232,Karen Griffin inc,"491,944",20
Apr 2017,232,Whitney Delgado inc,"490,679",23
Apr 2017,232,James Carpenter 7 inc,"479,256",23
Apr 2017,232,Alice Bullinger inc,"449,981",23
Apr 2017,232,Richard Telfer inc,"446,714",23
Apr 2017,233,Chad Tobar inc,"4,254,727",212
Apr 2017,233,Ella Rose 2 inc,"2,166,388",108
Apr 2017,233,John Mcneal 2 inc,"1,823,124",87
Apr 2017,233,Ruth Kohl inc,"1,762,244",85
Apr 2017,233,Lori Joseph inc,"1,609,476",77
Apr 2017,234,Anthony Tobey inc,"501,236",21
Apr 2017,234,Daniel Marshall 7 inc,"482,978",23
Apr 2017,234,Alice Dickerson inc,"402,779",18
Apr 2017,234,Roslyn Lamb inc,"323,348",14
Apr 2017,234,Eva Wise inc,"281,742",12
Apr 2017,235,Peter Adams 3 inc,"162,229",11
